,Region,Altersgruppe,Inzidenz,Jahr,Woche,risk_groups,Fallzahl,Inzidenz_cumsum,Time,cumsum
15704,Niedersachsen,60-199,0.03747,2025,8,COPD,4833,0.33509,2025-02-17,0.19811
15752,Niedersachsen,60-199,0.03903,2025,9,COPD,5035,0.37412,2025-02-24,0.23714000000000002
2655,Niedersachsen,60-199,0.0024700000000000004,2024,1,Chronische Herzkreislauf,456,0.0024700000000000004,2024-01-01,0.0024700000000000004
2703,Niedersachsen,60-199,0.00394,2024,2,Chronische Herzkreislauf,729,0.006410000000000001,2024-01-08,0.006410000000000001
2751,Niedersachsen,60-199,0.00826,2024,3,Chronische Herzkreislauf,1527,0.01467,2024-01-15,0.01467
2799,Niedersachsen,60-199,0.01422,2024,4,Chronische Herzkreislauf,2629,0.02889,2024-01-22,0.02889
2847,Niedersachsen,60-199,0.02083,2024,5,Chronische Herzkreislauf,3853,0.04972,2024-01-29,0.04972
2895,Niedersachsen,60-199,0.02584,2024,6,Chronische Herzkreislauf,4780,0.07556,2024-02-05,0.07556
2943,Niedersachsen,60-199,0.01832,2024,7,Chronische Herzkreislauf,3389,0.09387999999999999,2024-02-12,0.09387999999999999
2991,Niedersachsen,60-199,0.01376,2024,8,Chronische Herzkreislauf,2546,0.10764,2024-02-19,0.10764
3039,Niedersachsen,60-199,0.00879,2024,9,Chronische Herzkreislauf,1626,0.11642999999999999,2024-02-26,0.11642999999999999
3087,Niedersachsen,60-199,0.00641,2024,10,Chronische Herzkreislauf,1185,0.12283999999999999,2024-03-04,0.12283999999999999
3135,Niedersachsen,60-199,0.00468,2024,11,Chronische Herzkreislauf,866,0.12752,2024-03-11,0.12752
3183,Niedersachsen,60-199,0.00325,2024,12,Chronische Herzkreislauf,600,0.13077,2024-03-18,0.13077
3231,Niedersachsen,60-199,0.00177,2024,13,Chronische Herzkreislauf,326,0.13254,2024-03-25,0.13254
3279,Niedersachsen,60-199,0.00111,2024,14,Chronische Herzkreislauf,205,0.13365,2024-04-01,0.13365
3325,Niedersachsen,60-199,0.00078,2024,15,Chronische Herzkreislauf,144,0.13443,2024-04-08,0.13443
3372,Niedersachsen,60-199,0.00041,2024,16,Chronische Herzkreislauf,76,0.13484,2024-04-15,0.13484
3417,Niedersachsen,60-199,0.00181,2024,17,Chronische Herzkreislauf,334,0.13665,2024-04-22,0.13665
3465,Niedersachsen,60-199,0.00033,2024,18,Chronische Herzkreislauf,60,0.13698,2024-04-29,0.13698
3511,Niedersachsen,60-199,8e-05,2024,19,Chronische Herzkreislauf,15,0.13706,2024-05-06,8e-05
3558,Niedersachsen,60-199,0.00012,2024,20,Chronische Herzkreislauf,22,0.13718,2024-05-13,0.0002
3603,Niedersachsen,60-199,0.00021,2024,21,Chronische Herzkreislauf,38,0.13738999999999998,2024-05-20,0.00041
3642,Niedersachsen,60-199,0.00012,2024,22,Chronische Herzkreislauf,22,0.13751,2024-05-27,0.00053
3681,Niedersachsen,60-199,0.00012,2024,23,Chronische Herzkreislauf,22,0.13763,2024-06-03,0.00065
3715,Niedersachsen,60-199,0.00025,2024,24,Chronische Herzkreislauf,45,0.13788,2024-06-10,0.0009
3755,Niedersachsen,60-199,0.00025,2024,25,Chronische Herzkreislauf,45,0.13813,2024-06-17,0.00115
3794,Niedersachsen,60-199,0.00012,2024,26,Chronische Herzkreislauf,22,0.13824999999999998,2024-06-24,0.00127
3828,Niedersachsen,60-199,8e-05,2024,27,Chronische Herzkreislauf,15,0.13833,2024-07-01,0.00135
3895,Niedersachsen,60-199,0.00012,2024,29,Chronische Herzkreislauf,22,0.13845,2024-07-15,0.00147
3932,Niedersachsen,60-199,8e-05,2024,30,Chronische Herzkreislauf,15,0.13853,2024-07-22,0.0015500000000000002
3990,Niedersachsen,60-199,0.00012,2024,32,Chronische Herzkreislauf,22,0.13865,2024-08-05,0.00167
4028,Niedersachsen,60-199,4e-05,2024,33,Chronische Herzkreislauf,7,0.13869,2024-08-12,0.0017100000000000001
4095,Niedersachsen,60-199,4e-05,2024,35,Chronische Herzkreislauf,7,0.13873,2024-08-26,0.00175
4132,Niedersachsen,60-199,0.00012,2024,36,Chronische Herzkreislauf,22,0.13885,2024-09-02,0.0018700000000000001
4200,Niedersachsen,60-199,0.00012,2024,38,Chronische Herzkreislauf,22,0.13897,2024-09-16,0.00199
4237,Niedersachsen,60-199,4e-05,2024,39,Chronische Herzkreislauf,7,0.13901,2024-09-23,0.00203
4277,Niedersachsen,60-199,8e-05,2024,40,Chronische Herzkreislauf,15,0.13909,2024-09-30,0.00211
4315,Niedersachsen,60-199,0.00021,2024,41,Chronische Herzkreislauf,38,0.1393,2024-10-07,0.00232
4357,Niedersachsen,60-199,0.00012,2024,42,Chronische Herzkreislauf,22,0.13942,2024-10-14,0.00244
4400,Niedersachsen,60-199,0.00016,2024,43,Chronische Herzkreislauf,30,0.13958,2024-10-21,0.0026
4440,Niedersachsen,60-199,0.00012,2024,44,Chronische Herzkreislauf,22,0.1397,2024-10-28,0.00272
4482,Niedersachsen,60-199,8e-05,2024,45,Chronische Herzkreislauf,15,0.13978,2024-11-04,0.0028
4525,Niedersachsen,60-199,0.00028999999999999995,2024,46,Chronische Herzkreislauf,53,0.14007,2024-11-11,0.00309
4568,Niedersachsen,60-199,0.00045,2024,47,Chronische Herzkreislauf,83,0.14052,2024-11-18,0.00354
4614,Niedersachsen,60-199,0.00028999999999999995,2024,48,Chronische Herzkreislauf,53,0.14081,2024-11-25,0.00383
4662,Niedersachsen,60-199,0.00053,2024,49,Chronische Herzkreislauf,98,0.14134,2024-12-02,0.00436
4709,Niedersachsen,60-199,0.00078,2024,50,Chronische Herzkreislauf,144,0.14212,2024-12-09,0.00514
4756,Niedersachsen,60-199,0.0020099999999999996,2024,51,Chronische Herzkreislauf,372,0.14413,2024-12-16,0.00715
4804,Niedersachsen,60-199,0.0020099999999999996,2024,52,Chronische Herzkreislauf,372,0.14614,2024-12-23,0.00916
4852,Niedersachsen,60-199,0.004110000000000001,2025,1,Chronische Herzkreislauf,760,0.15025,2024-12-30,0.01327
4900,Niedersachsen,60-199,0.00846,2025,2,Chronische Herzkreislauf,1565,0.15871,2025-01-06,0.02173
4948,Niedersachsen,60-199,0.01167,2025,3,Chronische Herzkreislauf,2158,0.17038,2025-01-13,0.0334
4996,Niedersachsen,60-199,0.02284,2025,4,Chronische Herzkreislauf,4225,0.19322,2025-01-20,0.05624
5044,Niedersachsen,60-199,0.0348,2025,5,Chronische Herzkreislauf,6437,0.22802,2025-01-27,0.09104
5092,Niedersachsen,60-199,0.03365,2025,6,Chronische Herzkreislauf,6224,0.26167,2025-02-03,0.12469
5140,Niedersachsen,60-199,0.03595,2025,7,Chronische Herzkreislauf,6650,0.29762,2025-02-10,0.16064
5188,Niedersachsen,60-199,0.03747,2025,8,Chronische Herzkreislauf,6931,0.33509,2025-02-17,0.19811
5236,Niedersachsen,60-199,0.03903,2025,9,Chronische Herzkreislauf,7220,0.37412,2025-02-24,0.23714000000000002
26,Niedersachsen,60-199,0.0024700000000000004,2024,1,Chronische Leberkrankheit,372,0.0024700000000000004,2024-01-01,0.0024700000000000004
74,Niedersachsen,60-199,0.00394,2024,2,Chronische Leberkrankheit,595,0.006410000000000001,2024-01-08,0.006410000000000001
122,Niedersachsen,60-199,0.00826,2024,3,Chronische Leberkrankheit,1246,0.01467,2024-01-15,0.01467
170,Niedersachsen,60-199,0.01422,2024,4,Chronische Leberkrankheit,2145,0.02889,2024-01-22,0.02889
218,Niedersachsen,60-199,0.02083,2024,5,Chronische Leberkrankheit,3143,0.04972,2024-01-29,0.04972
266,Niedersachsen,60-199,0.02584,2024,6,Chronische Leberkrankheit,3899,0.07556,2024-02-05,0.07556
314,Niedersachsen,60-199,0.01832,2024,7,Chronische Leberkrankheit,2765,0.09387999999999999,2024-02-12,0.09387999999999999
362,Niedersachsen,60-199,0.01376,2024,8,Chronische Leberkrankheit,2077,0.10764,2024-02-19,0.10764
410,Niedersachsen,60-199,0.00879,2024,9,Chronische Leberkrankheit,1326,0.11642999999999999,2024-02-26,0.11642999999999999
458,Niedersachsen,60-199,0.00641,2024,10,Chronische Leberkrankheit,967,0.12283999999999999,2024-03-04,0.12283999999999999
506,Niedersachsen,60-199,0.00468,2024,11,Chronische Leberkrankheit,706,0.12752,2024-03-11,0.12752
554,Niedersachsen,60-199,0.00325,2024,12,Chronische Leberkrankheit,489,0.13077,2024-03-18,0.13077
602,Niedersachsen,60-199,0.00177,2024,13,Chronische Leberkrankheit,266,0.13254,2024-03-25,0.13254
650,Niedersachsen,60-199,0.00111,2024,14,Chronische Leberkrankheit,167,0.13365,2024-04-01,0.13365
696,Niedersachsen,60-199,0.00078,2024,15,Chronische Leberkrankheit,117,0.13443,2024-04-08,0.13443
743,Niedersachsen,60-199,0.00041,2024,16,Chronische Leberkrankheit,62,0.13484,2024-04-15,0.13484
788,Niedersachsen,60-199,0.00181,2024,17,Chronische Leberkrankheit,272,0.13665,2024-04-22,0.13665
836,Niedersachsen,60-199,0.00033,2024,18,Chronische Leberkrankheit,49,0.13698,2024-04-29,0.13698
882,Niedersachsen,60-199,8e-05,2024,19,Chronische Leberkrankheit,12,0.13706,2024-05-06,8e-05
929,Niedersachsen,60-199,0.00012,2024,20,Chronische Leberkrankheit,18,0.13718,2024-05-13,0.0002
974,Niedersachsen,60-199,0.00021,2024,21,Chronische Leberkrankheit,31,0.13738999999999998,2024-05-20,0.00041
1013,Niedersachsen,60-199,0.00012,2024,22,Chronische Leberkrankheit,18,0.13751,2024-05-27,0.00053
1052,Niedersachsen,60-199,0.00012,2024,23,Chronische Leberkrankheit,18,0.13763,2024-06-03,0.00065
1086,Niedersachsen,60-199,0.00025,2024,24,Chronische Leberkrankheit,37,0.13788,2024-06-10,0.0009
1126,Niedersachsen,60-199,0.00025,2024,25,Chronische Leberkrankheit,37,0.13813,2024-06-17,0.00115
1165,Niedersachsen,60-199,0.00012,2024,26,Chronische Leberkrankheit,18,0.13824999999999998,2024-06-24,0.00127
1199,Niedersachsen,60-199,8e-05,2024,27,Chronische Leberkrankheit,12,0.13833,2024-07-01,0.00135
1266,Niedersachsen,60-199,0.00012,2024,29,Chronische Leberkrankheit,18,0.13845,2024-07-15,0.00147
1303,Niedersachsen,60-199,8e-05,2024,30,Chronische Leberkrankheit,12,0.13853,2024-07-22,0.0015500000000000002
1361,Niedersachsen,60-199,0.00012,2024,32,Chronische Leberkrankheit,18,0.13865,2024-08-05,0.00167
1399,Niedersachsen,60-199,4e-05,2024,33,Chronische Leberkrankheit,6,0.13869,2024-08-12,0.0017100000000000001
1466,Niedersachsen,60-199,4e-05,2024,35,Chronische Leberkrankheit,6,0.13873,2024-08-26,0.00175
1503,Niedersachsen,60-199,0.00012,2024,36,Chronische Leberkrankheit,18,0.13885,2024-09-02,0.0018700000000000001
1571,Niedersachsen,60-199,0.00012,2024,38,Chronische Leberkrankheit,18,0.13897,2024-09-16,0.00199
1608,Niedersachsen,60-199,4e-05,2024,39,Chronische Leberkrankheit,6,0.13901,2024-09-23,0.00203
1648,Niedersachsen,60-199,8e-05,2024,40,Chronische Leberkrankheit,12,0.13909,2024-09-30,0.00211
1686,Niedersachsen,60-199,0.00021,2024,41,Chronische Leberkrankheit,31,0.1393,2024-10-07,0.00232
1728,Niedersachsen,60-199,0.00012,2024,42,Chronische Leberkrankheit,18,0.13942,2024-10-14,0.00244
1771,Niedersachsen,60-199,0.00016,2024,43,Chronische Leberkrankheit,24,0.13958,2024-10-21,0.0026
1811,Niedersachsen,60-199,0.00012,2024,44,Chronische Leberkrankheit,18,0.1397,2024-10-28,0.00272
1853,Niedersachsen,60-199,8e-05,2024,45,Chronische Leberkrankheit,12,0.13978,2024-11-04,0.0028
1896,Niedersachsen,60-199,0.00028999999999999995,2024,46,Chronische Leberkrankheit,43,0.14007,2024-11-11,0.00309
1939,Niedersachsen,60-199,0.00045,2024,47,Chronische Leberkrankheit,68,0.14052,2024-11-18,0.00354
1985,Niedersachsen,60-199,0.00028999999999999995,2024,48,Chronische Leberkrankheit,43,0.14081,2024-11-25,0.00383
2033,Niedersachsen,60-199,0.00053,2024,49,Chronische Leberkrankheit,80,0.14134,2024-12-02,0.00436
2080,Niedersachsen,60-199,0.00078,2024,50,Chronische Leberkrankheit,117,0.14212,2024-12-09,0.00514
2127,Niedersachsen,60-199,0.0020099999999999996,2024,51,Chronische Leberkrankheit,303,0.14413,2024-12-16,0.00715
2175,Niedersachsen,60-199,0.0020099999999999996,2024,52,Chronische Leberkrankheit,303,0.14614,2024-12-23,0.00916
2223,Niedersachsen,60-199,0.004110000000000001,2025,1,Chronische Leberkrankheit,620,0.15025,2024-12-30,0.01327
2271,Niedersachsen,60-199,0.00846,2025,2,Chronische Leberkrankheit,1277,0.15871,2025-01-06,0.02173
2319,Niedersachsen,60-199,0.01167,2025,3,Chronische Leberkrankheit,1760,0.17038,2025-01-13,0.0334
2367,Niedersachsen,60-199,0.02284,2025,4,Chronische Leberkrankheit,3447,0.19322,2025-01-20,0.05624
2415,Niedersachsen,60-199,0.0348,2025,5,Chronische Leberkrankheit,5251,0.22802,2025-01-27,0.09104
2463,Niedersachsen,60-199,0.03365,2025,6,Chronische Leberkrankheit,5077,0.26167,2025-02-03,0.12469
2511,Niedersachsen,60-199,0.03595,2025,7,Chronische Leberkrankheit,5425,0.29762,2025-02-10,0.16064
2559,Niedersachsen,60-199,0.03747,2025,8,Chronische Leberkrankheit,5654,0.33509,2025-02-17,0.19811
2607,Niedersachsen,60-199,0.03903,2025,9,Chronische Leberkrankheit,5890,0.37412,2025-02-24,0.23714000000000002
5284,Niedersachsen,60-199,0.0024700000000000004,2024,1,Diabetes T1,432,0.0024700000000000004,2024-01-01,0.0024700000000000004
5332,Niedersachsen,60-199,0.00394,2024,2,Diabetes T1,691,0.006410000000000001,2024-01-08,0.006410000000000001
5380,Niedersachsen,60-199,0.00826,2024,3,Diabetes T1,1447,0.01467,2024-01-15,0.01467
5428,Niedersachsen,60-199,0.01422,2024,4,Diabetes T1,2491,0.02889,2024-01-22,0.02889
5476,Niedersachsen,60-199,0.02083,2024,5,Diabetes T1,3650,0.04972,2024-01-29,0.04972
5524,Niedersachsen,60-199,0.02584,2024,6,Diabetes T1,4528,0.07556,2024-02-05,0.07556
5572,Niedersachsen,60-199,0.01832,2024,7,Diabetes T1,3211,0.09387999999999999,2024-02-12,0.09387999999999999
5620,Niedersachsen,60-199,0.01376,2024,8,Diabetes T1,2412,0.10764,2024-02-19,0.10764
5668,Niedersachsen,60-199,0.00879,2024,9,Diabetes T1,1540,0.11642999999999999,2024-02-26,0.11642999999999999
5716,Niedersachsen,60-199,0.00641,2024,10,Diabetes T1,1123,0.12283999999999999,2024-03-04,0.12283999999999999
5764,Niedersachsen,60-199,0.00468,2024,11,Diabetes T1,820,0.12752,2024-03-11,0.12752
5812,Niedersachsen,60-199,0.00325,2024,12,Diabetes T1,568,0.13077,2024-03-18,0.13077
5860,Niedersachsen,60-199,0.00177,2024,13,Diabetes T1,309,0.13254,2024-03-25,0.13254
5908,Niedersachsen,60-199,0.00111,2024,14,Diabetes T1,194,0.13365,2024-04-01,0.13365
5954,Niedersachsen,60-199,0.00078,2024,15,Diabetes T1,136,0.13443,2024-04-08,0.13443
6001,Niedersachsen,60-199,0.00041,2024,16,Diabetes T1,72,0.13484,2024-04-15,0.13484
6046,Niedersachsen,60-199,0.00181,2024,17,Diabetes T1,316,0.13665,2024-04-22,0.13665
6094,Niedersachsen,60-199,0.00033,2024,18,Diabetes T1,57,0.13698,2024-04-29,0.13698
6140,Niedersachsen,60-199,8e-05,2024,19,Diabetes T1,14,0.13706,2024-05-06,8e-05
6187,Niedersachsen,60-199,0.00012,2024,20,Diabetes T1,21,0.13718,2024-05-13,0.0002
6232,Niedersachsen,60-199,0.00021,2024,21,Diabetes T1,36,0.13738999999999998,2024-05-20,0.00041
6271,Niedersachsen,60-199,0.00012,2024,22,Diabetes T1,21,0.13751,2024-05-27,0.00053
6310,Niedersachsen,60-199,0.00012,2024,23,Diabetes T1,21,0.13763,2024-06-03,0.00065
6344,Niedersachsen,60-199,0.00025,2024,24,Diabetes T1,43,0.13788,2024-06-10,0.0009
6384,Niedersachsen,60-199,0.00025,2024,25,Diabetes T1,43,0.13813,2024-06-17,0.00115
6423,Niedersachsen,60-199,0.00012,2024,26,Diabetes T1,21,0.13824999999999998,2024-06-24,0.00127
6457,Niedersachsen,60-199,8e-05,2024,27,Diabetes T1,14,0.13833,2024-07-01,0.00135
6524,Niedersachsen,60-199,0.00012,2024,29,Diabetes T1,21,0.13845,2024-07-15,0.00147
6561,Niedersachsen,60-199,8e-05,2024,30,Diabetes T1,14,0.13853,2024-07-22,0.0015500000000000002
6619,Niedersachsen,60-199,0.00012,2024,32,Diabetes T1,21,0.13865,2024-08-05,0.00167
6657,Niedersachsen,60-199,4e-05,2024,33,Diabetes T1,7,0.13869,2024-08-12,0.0017100000000000001
6724,Niedersachsen,60-199,4e-05,2024,35,Diabetes T1,7,0.13873,2024-08-26,0.00175
6761,Niedersachsen,60-199,0.00012,2024,36,Diabetes T1,21,0.13885,2024-09-02,0.0018700000000000001
6829,Niedersachsen,60-199,0.00012,2024,38,Diabetes T1,21,0.13897,2024-09-16,0.00199
6866,Niedersachsen,60-199,4e-05,2024,39,Diabetes T1,7,0.13901,2024-09-23,0.00203
6906,Niedersachsen,60-199,8e-05,2024,40,Diabetes T1,14,0.13909,2024-09-30,0.00211
6944,Niedersachsen,60-199,0.00021,2024,41,Diabetes T1,36,0.1393,2024-10-07,0.00232
6986,Niedersachsen,60-199,0.00012,2024,42,Diabetes T1,21,0.13942,2024-10-14,0.00244
7029,Niedersachsen,60-199,0.00016,2024,43,Diabetes T1,28,0.13958,2024-10-21,0.0026
7069,Niedersachsen,60-199,0.00012,2024,44,Diabetes T1,21,0.1397,2024-10-28,0.00272
7111,Niedersachsen,60-199,8e-05,2024,45,Diabetes T1,14,0.13978,2024-11-04,0.0028
7154,Niedersachsen,60-199,0.00028999999999999995,2024,46,Diabetes T1,50,0.14007,2024-11-11,0.00309
7197,Niedersachsen,60-199,0.00045,2024,47,Diabetes T1,79,0.14052,2024-11-18,0.00354
7243,Niedersachsen,60-199,0.00028999999999999995,2024,48,Diabetes T1,50,0.14081,2024-11-25,0.00383
7291,Niedersachsen,60-199,0.00053,2024,49,Diabetes T1,93,0.14134,2024-12-02,0.00436
7338,Niedersachsen,60-199,0.00078,2024,50,Diabetes T1,136,0.14212,2024-12-09,0.00514
7385,Niedersachsen,60-199,0.0020099999999999996,2024,51,Diabetes T1,352,0.14413,2024-12-16,0.00715
7433,Niedersachsen,60-199,0.0020099999999999996,2024,52,Diabetes T1,352,0.14614,2024-12-23,0.00916
7481,Niedersachsen,60-199,0.004110000000000001,2025,1,Diabetes T1,720,0.15025,2024-12-30,0.01327
7529,Niedersachsen,60-199,0.00846,2025,2,Diabetes T1,1483,0.15871,2025-01-06,0.02173
7577,Niedersachsen,60-199,0.01167,2025,3,Diabetes T1,2044,0.17038,2025-01-13,0.0334
7625,Niedersachsen,60-199,0.02284,2025,4,Diabetes T1,4003,0.19322,2025-01-20,0.05624
7673,Niedersachsen,60-199,0.0348,2025,5,Diabetes T1,6098,0.22802,2025-01-27,0.09104
7721,Niedersachsen,60-199,0.03365,2025,6,Diabetes T1,5896,0.26167,2025-02-03,0.12469
7769,Niedersachsen,60-199,0.03595,2025,7,Diabetes T1,6300,0.29762,2025-02-10,0.16064
7817,Niedersachsen,60-199,0.03747,2025,8,Diabetes T1,6566,0.33509,2025-02-17,0.19811
7865,Niedersachsen,60-199,0.03903,2025,9,Diabetes T1,6840,0.37412,2025-02-24,0.23714000000000002
7913,Niedersachsen,60-199,0.0024700000000000004,2024,1,Diabetes T2,432,0.0024700000000000004,2024-01-01,0.0024700000000000004
7961,Niedersachsen,60-199,0.00394,2024,2,Diabetes T2,691,0.006410000000000001,2024-01-08,0.006410000000000001
8009,Niedersachsen,60-199,0.00826,2024,3,Diabetes T2,1447,0.01467,2024-01-15,0.01467
8057,Niedersachsen,60-199,0.01422,2024,4,Diabetes T2,2491,0.02889,2024-01-22,0.02889
8105,Niedersachsen,60-199,0.02083,2024,5,Diabetes T2,3650,0.04972,2024-01-29,0.04972
8153,Niedersachsen,60-199,0.02584,2024,6,Diabetes T2,4528,0.07556,2024-02-05,0.07556
8201,Niedersachsen,60-199,0.01832,2024,7,Diabetes T2,3211,0.09387999999999999,2024-02-12,0.09387999999999999
8249,Niedersachsen,60-199,0.01376,2024,8,Diabetes T2,2412,0.10764,2024-02-19,0.10764
8297,Niedersachsen,60-199,0.00879,2024,9,Diabetes T2,1540,0.11642999999999999,2024-02-26,0.11642999999999999
8345,Niedersachsen,60-199,0.00641,2024,10,Diabetes T2,1123,0.12283999999999999,2024-03-04,0.12283999999999999
8393,Niedersachsen,60-199,0.00468,2024,11,Diabetes T2,820,0.12752,2024-03-11,0.12752
8441,Niedersachsen,60-199,0.00325,2024,12,Diabetes T2,568,0.13077,2024-03-18,0.13077
8489,Niedersachsen,60-199,0.00177,2024,13,Diabetes T2,309,0.13254,2024-03-25,0.13254
8537,Niedersachsen,60-199,0.00111,2024,14,Diabetes T2,194,0.13365,2024-04-01,0.13365
8583,Niedersachsen,60-199,0.00078,2024,15,Diabetes T2,136,0.13443,2024-04-08,0.13443
8630,Niedersachsen,60-199,0.00041,2024,16,Diabetes T2,72,0.13484,2024-04-15,0.13484
8675,Niedersachsen,60-199,0.00181,2024,17,Diabetes T2,316,0.13665,2024-04-22,0.13665
8723,Niedersachsen,60-199,0.00033,2024,18,Diabetes T2,57,0.13698,2024-04-29,0.13698
8769,Niedersachsen,60-199,8e-05,2024,19,Diabetes T2,14,0.13706,2024-05-06,8e-05
8816,Niedersachsen,60-199,0.00012,2024,20,Diabetes T2,21,0.13718,2024-05-13,0.0002
8861,Niedersachsen,60-199,0.00021,2024,21,Diabetes T2,36,0.13738999999999998,2024-05-20,0.00041
8900,Niedersachsen,60-199,0.00012,2024,22,Diabetes T2,21,0.13751,2024-05-27,0.00053
8939,Niedersachsen,60-199,0.00012,2024,23,Diabetes T2,21,0.13763,2024-06-03,0.00065
8973,Niedersachsen,60-199,0.00025,2024,24,Diabetes T2,43,0.13788,2024-06-10,0.0009
